,dir_name,image_name,soft_max
0,/data3/TEST/A,A_005fbfn6.png,[9.994467e-01 5.533039e-04]
1,/data3/TEST/A,A_0060ug9j.png,[1.000000e+00 8.524728e-11]
2,/data3/TEST/A,A_00el4hwr.png,[0.5933558  0.40664417]
3,/data3/TEST/A,A_00h6ucsm.png,[9.9991250e-01 8.7458946e-05]
4,/data3/TEST/A,A_00hzao5p.png,[4.901605e-04 9.995098e-01]
5,/data3/TEST/A,A_00jghend.png,[9.9998844e-01 1.1564273e-05]
6,/data3/TEST/A,A_00kj5fih.png,[0.8197713  0.18022868]
7,/data3/TEST/A,A_00ww8c88.png,[9.9955851e-01 4.4152958e-04]
8,/data3/TEST/A,A_0102obzc.png,[9.9922085e-01 7.7912101e-04]
9,/data3/TEST/A,A_012n784o.png,[6.700507e-08 9.999999e-01]
10,/data3/TEST/A,A_014yzlf7.png,[0.9674818  0.03251819]
11,/data3/TEST/A,A_016d3o4o.png,[9.9975342e-01 2.4658244e-04]
12,/data3/TEST/A,A_01cays4r.png,[9.9973232e-01 2.6762183e-04]
13,/data3/TEST/A,A_01heykmf.png,[1.0000000e+00 1.3934292e-08]
14,/data3/TEST/A,A_01hr8c4e.png,[9.9941671e-01 5.8327627e-04]
15,/data3/TEST/A,A_01oi53jf.png,[3.1147045e-04 9.9968851e-01]
16,/data3/TEST/A,A_01ot0si0.png,[0.27582312 0.7241769 ]
17,/data3/TEST/A,A_01s09w01.png,[7.5298713e-06 9.9999249e-01]
18,/data3/TEST/A,A_01woq17a.png,[3.0570964e-06 9.9999690e-01]
19,/data3/TEST/A,A_01yfhcu3.png,[0.9742968 0.0257032]
20,/data3/TEST/A,A_022zjg92.png,[0.8935728  0.10642715]
21,/data3/TEST/A,A_024brpvd.png,[9.9906176e-01 9.3822955e-04]
22,/data3/TEST/A,A_02rbamyc.png,[1.0000000e+00 1.6219776e-08]
23,/data3/TEST/A,A_02uzm375.png,[9.999999e-01 9.445084e-08]
24,/data3/TEST/A,A_032su8l9.png,[9.9929655e-01 7.0348114e-04]
25,/data3/TEST/A,A_036icyb3.png,[1.000000e+00 6.777393e-09]
26,/data3/TEST/A,A_03dtmhv5.png,[9.9998713e-01 1.2878761e-05]
27,/data3/TEST/A,A_03f0n5yi.png,[1.000000e+00 6.141373e-11]
28,/data3/TEST/A,A_03imw2bi.png,[0.9986761  0.00132387]
29,/data3/TEST/A,A_03kz0gfx.png,[0.00172464 0.9982754 ]
30,/data3/TEST/A,A_03uyowrq.png,[9.9967527e-01 3.2471187e-04]
31,/data3/TEST/A,A_045d4je5.png,[0.99781054 0.00218948]
32,/data3/TEST/A,A_0488lkxh.png,[1.0000000e+00 4.9532314e-08]
33,/data3/TEST/A,A_04h0ah4l.png,[0.99876285 0.00123721]
34,/data3/TEST/A,A_04jgnt3q.png,[9.9994218e-01 5.7850357e-05]
35,/data3/TEST/A,A_05a3f9pb.png,[0.9802689  0.01973112]
36,/data3/TEST/A,A_05eeercw.png,[9.9987853e-01 1.2143588e-04]
37,/data3/TEST/A,A_05ei6j6q.png,[9.9969351e-01 3.0654485e-04]
38,/data3/TEST/A,A_05hmrwwd.png,[9.9999905e-01 9.6904262e-07]
39,/data3/TEST/A,A_05mn2ppb.png,[9.9999976e-01 2.8856127e-07]
40,/data3/TEST/A,A_05n9gwxr.png,[9.9975294e-01 2.4703186e-04]
41,/data3/TEST/A,A_05r360ki.png,[0.8735178  0.12648217]
42,/data3/TEST/A,A_05xkm5u1.png,[1.0000000e+00 1.0795054e-09]
43,/data3/TEST/A,A_05zjma5u.png,[0.31255814 0.6874418 ]
44,/data3/TEST/A,A_066p2v30.png,[0.9984566  0.00154346]
45,/data3/TEST/A,A_069wnb1n.png,[9.9991465e-01 8.5329899e-05]
46,/data3/TEST/A,A_06j8la9r.png,[9.999453e-01 5.474484e-05]
47,/data3/TEST/A,A_06u5bp17.png,[0.9811761  0.01882395]
48,/data3/TEST/A,A_06z997qo.png,[0.9187208  0.08127916]
49,/data3/TEST/A,A_0746ox5y.png,[0.03418008 0.96581995]
50,/data3/TEST/A,A_07dgur0k.png,[8.6699822e-04 9.9913305e-01]
51,/data3/TEST/A,A_07j4v75l.png,[0.99841046 0.00158953]
52,/data3/TEST/A,A_07tfam2n.png,[9.9996161e-01 3.8382903e-05]
53,/data3/TEST/A,A_07wll4si.png,[0.99781704 0.00218292]
54,/data3/TEST/A,A_083bu9o5.png,[1.2617387e-07 9.9999988e-01]
55,/data3/TEST/A,A_087i9w1e.png,[9.9996805e-01 3.1985470e-05]
56,/data3/TEST/A,A_08ni4z55.png,[0.9959448  0.00405525]
57,/data3/TEST/A,A_08pnh39e.png,[0.99678 0.00322]
58,/data3/TEST/A,A_0954gkay.png,[1.4472225e-05 9.9998558e-01]
59,/data3/TEST/A,A_09g39yfm.png,[0.6547041  0.34529588]
60,/data3/TEST/A,A_09ghirk3.png,[9.9929607e-01 7.0396881e-04]
61,/data3/TEST/A,A_09mt9jga.png,[0.0399 0.9601]
62,/data3/TEST/A,A_09nol2m8.png,[1.7165718e-07 9.9999988e-01]
63,/data3/TEST/A,A_09qkex0s.png,[1.0000000e+00 3.1090347e-10]
64,/data3/TEST/A,A_0a33svh8.png,[0.98272943 0.01727061]
65,/data3/TEST/A,A_0a89cyj3.png,[9.9999487e-01 5.0778835e-06]
66,/data3/TEST/A,A_0a94cjsc.png,[1.0000000e+00 2.5007588e-10]
67,/data3/TEST/A,A_0ac7hsjk.png,[0.9947918 0.0052082]
68,/data3/TEST/A,A_0afiedt2.png,[3.4389814e-04 9.9965608e-01]
69,/data3/TEST/A,A_0agjt55m.png,[9.9999917e-01 8.2998150e-07]
70,/data3/TEST/A,A_0ahk846o.png,[9.9996793e-01 3.2049127e-05]
71,/data3/TEST/A,A_0aukebye.png,[0.928809 0.071191]
72,/data3/TEST/A,A_0awvlazv.png,[9.9999917e-01 7.8405606e-07]
73,/data3/TEST/A,A_0azgaxef.png,[0.99830914 0.0016908 ]
74,/data3/TEST/A,A_0b8k5wgc.png,[9.9995863e-01 4.1337051e-05]
75,/data3/TEST/A,A_0b9rjkbe.png,[1.0000000e+00 8.3949585e-09]
76,/data3/TEST/A,A_0bbm37tv.png,[0.00176158 0.99823844]
77,/data3/TEST/A,A_0bd9xo78.png,[9.9978095e-01 2.1900184e-04]
78,/data3/TEST/A,A_0bn38lcd.png,[1.0000000e+00 4.3429697e-13]
79,/data3/TEST/A,A_0bwv6t5w.png,[1.00000e+00 2.63544e-10]
80,/data3/TEST/A,A_0c6hukmh.png,[1.9925317e-06 9.9999797e-01]
81,/data3/TEST/A,A_0cbf103r.png,[1.0000000e+00 1.3113146e-08]
82,/data3/TEST/A,A_0ccbskye.png,[2.9452076e-07 9.9999976e-01]
83,/data3/TEST/A,A_0cdrtlsg.png,[1.0000000e+00 7.0695095e-12]
84,/data3/TEST/A,A_0ch81tyx.png,[1.0000000e+00 5.2944955e-08]
85,/data3/TEST/A,A_0cj49psx.png,[1.0000000e+00 5.0616373e-09]
86,/data3/TEST/A,A_0cjnwhpt.png,[1.2162467e-04 9.9987841e-01]
87,/data3/TEST/A,A_0clte66r.png,[0.99896765 0.0010324 ]
88,/data3/TEST/A,A_0cnez6gr.png,[1.9580466e-06 9.9999809e-01]
89,/data3/TEST/A,A_0cop5bmq.png,[9.9998534e-01 1.4642845e-05]
90,/data3/TEST/A,A_0cq7ganq.png,[1.000000e+00 5.399373e-08]
91,/data3/TEST/A,A_0d2nv4ey.png,[9.9986744e-01 1.3252256e-04]
92,/data3/TEST/A,A_0d5fx5qh.png,[9.9999964e-01 3.3831498e-07]
93,/data3/TEST/A,A_0d5n1qwe.png,[5.1419864e-08 1.0000000e+00]
94,/data3/TEST/A,A_0ddd2b66.png,[1.000000e+00 2.269546e-08]
95,/data3/TEST/A,A_0dows3dr.png,[9.9987233e-01 1.2769742e-04]
96,/data3/TEST/A,A_0dqf7i9x.png,[9.9996865e-01 3.1350210e-05]
97,/data3/TEST/A,A_0e7er1vg.png,[9.9994910e-01 5.0853298e-05]
98,/data3/TEST/A,A_0efhj9yx.png,[4.7984526e-05 9.9995196e-01]
99,/data3/TEST/A,A_0etwloqr.png,[0.96745545 0.03254459]
100,/data3/TEST/A,A_0f4mecqn.png,[0.5860256  0.41397437]
101,/data3/TEST/A,A_0f61mbfx.png,[9.9973243e-01 2.6760806e-04]
102,/data3/TEST/A,A_0f6hdf8t.png,[9.999963e-01 3.753397e-06]
103,/data3/TEST/A,A_0fu48pyd.png,[0.9189861  0.08101395]
104,/data3/TEST/A,A_0g2q80xs.png,[9.9998283e-01 1.7182476e-05]
105,/data3/TEST/A,A_0g6669k4.png,[9.9953198e-01 4.6807638e-04]
106,/data3/TEST/A,A_0gly006r.png,[0.9985171  0.00148289]
107,/data3/TEST/A,A_0gnonm31.png,[0.9899922  0.01000778]
108,/data3/TEST/A,A_0gqc8wri.png,[1.0000000e+00 1.6937134e-09]
109,/data3/TEST/A,A_0gw1fgjp.png,[0.99578434 0.00421566]
110,/data3/TEST/A,A_0gyf6h9w.png,[0.00579285 0.99420714]
111,/data3/TEST/A,A_0gz5mj4d.png,[9.9999976e-01 2.9734181e-07]
112,/data3/TEST/A,A_0h30wo22.png,[9.9990880e-01 9.1232716e-05]
113,/data3/TEST/A,A_0hb860i0.png,[0.31197274 0.6880272 ]
114,/data3/TEST/A,A_0hq0vwki.png,[0.00618592 0.9938141 ]
115,/data3/TEST/A,A_0htfinu5.png,[9.9999976e-01 2.1365237e-07]
116,/data3/TEST/A,A_0hzhg83g.png,[2.3919083e-05 9.9997604e-01]
117,/data3/TEST/A,A_0i3x8dk5.png,[1.0000000e+00 4.7660182e-09]
118,/data3/TEST/A,A_0i9v94kr.png,[0.9954684  0.00453164]
119,/data3/TEST/A,A_0ifnk7um.png,[3.4601137e-04 9.9965394e-01]
120,/data3/TEST/A,A_0inmc29p.png,[0.99796754 0.00203244]
121,/data3/TEST/A,A_0iqvfyte.png,[9.9994957e-01 5.0461862e-05]
122,/data3/TEST/A,A_0ith9was.png,[9.9998736e-01 1.2608149e-05]
123,/data3/TEST/A,A_0iw6ruoi.png,[0.9965934  0.00340655]
124,/data3/TEST/A,A_0j0bcq3c.png,[0.7846837  0.21531625]
125,/data3/TEST/A,A_0j2nwkqm.png,[0.00860734 0.99139273]
126,/data3/TEST/A,A_0j4wfbs5.png,[0.9630316  0.03696844]
127,/data3/TEST/A,A_0j6i96v2.png,[0.9737235  0.02627656]
128,/data3/TEST/A,A_0jaz4ceu.png,[0.90985554 0.0901444 ]
129,/data3/TEST/A,A_0jlo3rjk.png,[0.72481155 0.2751884 ]
130,/data3/TEST/A,A_0jm7t72b.png,[0.00564788 0.9943521 ]
131,/data3/TEST/A,A_0jspp18p.png,[1.0000000e+00 1.6056537e-09]
132,/data3/TEST/A,A_0ju5qln9.png,[1.0000000e+00 5.2150917e-10]
133,/data3/TEST/A,A_0kdrh02g.png,[0.9112564 0.0887436]
134,/data3/TEST/A,A_0keg25wk.png,[0.00866219 0.9913378 ]
135,/data3/TEST/A,A_0ksqpbpg.png,[9.9999988e-01 6.1818334e-08]
136,/data3/TEST/A,A_0ky257y5.png,[9.9999094e-01 9.0903523e-06]
137,/data3/TEST/A,A_0lcwaohb.png,[0.8089541  0.19104595]
138,/data3/TEST/A,A_0lhjznvs.png,[0.995765   0.00423505]
139,/data3/TEST/A,A_0lju6zc6.png,[9.999999e-01 1.166547e-07]
140,/data3/TEST/A,A_0lnxmtt7.png,[0.99828655 0.00171345]
141,/data3/TEST/A,A_0lox12x2.png,[1.000000e+00 9.966332e-09]
142,/data3/TEST/A,A_0lqcc0ar.png,[0.04921823 0.9507818 ]
143,/data3/TEST/A,A_0lv20fzd.png,[1.0000000e+00 1.7986036e-09]
144,/data3/TEST/A,A_0lv3p39d.png,[1.0000000e+00 1.7065334e-11]
145,/data3/TEST/A,A_0lvi7z76.png,[0.98468244 0.01531757]
